Austria,Belgium,4
Austria,Bosnia and Herzegovina,7
Austria,Croatia,5
Austria,Germany,1
Austria,Norway,2
Austria,Poland,10
Austria,Romania,6
Austria,Russia,8
Austria,Sweden,3
Austria,Turkey,12
Belgium,Austria,2
Belgium,Iceland,3
Belgium,Ireland,1
Belgium,Netherlands,8
Belgium,Norway,6
Belgium,Poland,5
Belgium,Russia,7
Belgium,Spain,10
Belgium,Sweden,4
Belgium,Turkey,12
Bosnia and Herzegovina,Austria,5
Bosnia and Herzegovina,Belgium,10
Bosnia and Herzegovina,Croatia,6
Bosnia and Herzegovina,France,8
Bosnia and Herzegovina,Netherlands,2
Bosnia and Herzegovina,Romania,7
Bosnia and Herzegovina,Russia,3
Bosnia and Herzegovina,Slovenia,4
Bosnia and Herzegovina,Sweden,1
Bosnia and Herzegovina,Turkey,12
Croatia,Austria,5
Croatia,Bosnia and Herzegovina,8
Croatia,Iceland,6
Croatia,Ireland,4
Croatia,Romania,1
Croatia,Russia,12
Croatia,Slovenia,3
Croatia,Spain,7
Croatia,Sweden,2
Croatia,Turkey,10
Cyprus,Austria,4
Cyprus,Belgium,3
Cyprus,Greece,12
Cyprus,Iceland,5
Cyprus,Ireland,7
Cyprus,Romania,2
Cyprus,Russia,10
Cyprus,Spain,6
Cyprus,Sweden,1
Cyprus,Turkey,8
Estonia,Austria,6
Estonia,Belgium,8
Estonia,Germany,2
Estonia,Iceland,1
Estonia,Latvia,5
Estonia,Norway,10
Estonia,Poland,4
Estonia,Russia,12
Estonia,Sweden,7
Estonia,Ukraine,3
France,Belgium,12
France,Iceland,1
France,Israel,8
France,Norway,3
France,Poland,5
France,Portugal,6
France,Romania,4
France,Russia,7
France,Sweden,2
France,Turkey,10
Germany,Austria,2
Germany,Belgium,6
Germany,Greece,5
Germany,Iceland,1
Germany,Norway,7
Germany,Poland,12
Germany,Romania,4
Germany,Russia,8
Germany,Sweden,3
Germany,Turkey,10
Greece,Austria,2
Greece,Belgium,8
Greece,Croatia,1
Greece,Cyprus,12
Greece,Israel,3
Greece,Poland,6
Greece,Romania,4
Greece,Russia,10
Greece,Spain,5
Greece,Turkey,7
Iceland,Austria,10
Iceland,Belgium,7
Iceland,Estonia,1
Iceland,Germany,8
Iceland,Ireland,2
Iceland,Norway,12
Iceland,Russia,4
Iceland,Spain,6
Iceland,Sweden,5
Iceland,Turkey,3
Ireland,Belgium,10
Ireland,Croatia,6
Ireland,Estonia,8
Ireland,Germany,4
Ireland,Greece,1
Ireland,Iceland,7
Ireland,Malta,3
Ireland,Netherlands,5
Ireland,Norway,12
Ireland,Portugal,2
Israel,Belgium,8
Israel,Cyprus,1
Israel,Netherlands,2
Israel,Norway,3
Israel,Romania,6
Israel,Russia,10
Israel,Spain,12
Israel,Sweden,5
Israel,Turkey,7
Israel,Ukraine,4
Latvia,Austria,4
Latvia,Belgium,10
Latvia,Germany,2
Latvia,Iceland,3
Latvia,Ireland,1
Latvia,Norway,7
Latvia,Poland,8
Latvia,Russia,12
Latvia,Sweden,6
Latvia,Ukraine,5
Malta,Cyprus,2
Malta,Germany,3
Malta,Iceland,12
Malta,Ireland,5
Malta,Netherlands,7
Malta,Norway,6
Malta,Poland,10
Malta,Russia,1
Malta,Sweden,8
Malta,Turkey,4
Netherlands,Austria,8
Netherlands,Belgium,10
Netherlands,Germany,2
Netherlands,Iceland,6
Netherlands,Norway,7
Netherlands,Poland,4
Netherlands,Russia,1
Netherlands,Spain,5
Netherlands,Sweden,3
Netherlands,Turkey,12
Norway,Austria,8
Norway,Belgium,3
Norway,Iceland,12
Norway,Ireland,6
Norway,Netherlands,5
Norway,Poland,4
Norway,Romania,1
Norway,Russia,2
Norway,Sweden,7
Norway,Turkey,10
Poland,Belgium,12
Poland,France,3
Poland,Germany,5
Poland,Iceland,1
Poland,Norway,6
Poland,Romania,8
Poland,Russia,4
Poland,Sweden,7
Poland,Turkey,2
Poland,Ukraine,10
Portugal,Austria,10
Portugal,Belgium,6
Portugal,France,2
Portugal,Ireland,7
Portugal,Malta,1
Portugal,Norway,5
Portugal,Russia,4
Portugal,Spain,12
Portugal,Sweden,3
Portugal,Turkey,8
Romania,Belgium,8
Romania,France,6
Romania,Germany,1
Romania,Greece,2
Romania,Norway,3
Romania,Poland,4
Romania,Russia,7
Romania,Spain,5
Romania,Sweden,12
Romania,Turkey,10
Russia,Belgium,3
Russia,Estonia,2
Russia,Germany,7
Russia,Greece,1
Russia,Israel,5
Russia,Netherlands,10
Russia,Norway,4
Russia,Romania,12
Russia,Spain,6
Russia,Ukraine,8
Slovenia,Austria,7
Slovenia,Belgium,3
Slovenia,Croatia,8
Slovenia,Iceland,4
Slovenia,Ireland,2
Slovenia,Norway,5
Slovenia,Russia,12
Slovenia,Spain,1
Slovenia,Sweden,6
Slovenia,Turkey,10
Spain,Austria,8
Spain,Belgium,12
Spain,Germany,4
Spain,Israel,1
Spain,Poland,5
Spain,Portugal,2
Spain,Romania,10
Spain,Russia,6
Spain,Sweden,7
Spain,Turkey,3
Sweden,Austria,6
Sweden,Germany,10
Sweden,Iceland,7
Sweden,Netherlands,5
Sweden,Norway,12
Sweden,Poland,3
Sweden,Romania,1
Sweden,Russia,2
Sweden,Spain,4
Sweden,Turkey,8
Turkey,Austria,6
Turkey,Belgium,7
Turkey,Bosnia and Herzegovina,12
Turkey,Croatia,3
Turkey,Greece,4
Turkey,Iceland,8
Turkey,Ireland,5
Turkey,Romania,1
Turkey,Russia,10
Turkey,Spain,2
Ukraine,Belgium,10
Ukraine,Iceland,4
Ukraine,Ireland,1
Ukraine,Norway,7
Ukraine,Poland,8
Ukraine,Portugal,3
Ukraine,Romania,6
Ukraine,Russia,12
Ukraine,Sweden,5
Ukraine,Turkey,2
United kingdom,Austria,8
United kingdom,Belgium,5
United kingdom,Estonia,3
United kingdom,Germany,4
United kingdom,Ireland,12
United kingdom,Netherlands,1
United kingdom,Norway,6
United kingdom,Poland,2
United kingdom,Sweden,10
United kingdom,Turkey,7
